"";"Var1";"Var2";"value";"type"
"133";"hiv_lozupone";"DESeq2";0,222222222222222;"Recall"
"136";"ibd_papa";"DESeq2";0;"Recall"
"137";"Ji_WTP_DS";"DESeq2";1;"Recall"
"145";"sed_plastic_hoellein";"DESeq2";0,5;"Recall"
"146";"sed_plastic_rosato";"DESeq2";0,962616822429907;"Recall"
"147";"seston_plastic_mccormick";"DESeq2";1;"Recall"
"148";"sw_plastic_frere";"DESeq2";0,94811320754717;"Recall"
"149";"sw_sed_detender";"DESeq2";0,958333333333333;"Recall"
"150";"t1d_alkanani";"DESeq2";0;"Recall"
"151";"t1d_mejialeon";"DESeq2";0,666666666666667;"Recall"
"152";"wood_plastic_kesy";"DESeq2";1;"Recall"
"153";"ArcticFireSoils";"edgeR";1;"Recall"
"162";"Chemerin";"edgeR";1;"Recall"
"167";"glass_plastic_oberbeckmann";"edgeR";1;"Recall"
"168";"GWMC_ASIA_NA";"edgeR";1;"Recall"
"171";"hiv_lozupone";"edgeR";0,444444444444444;"Recall"
"174";"ibd_papa";"edgeR";1;"Recall"
"175";"Ji_WTP_DS";"edgeR";1;"Recall"
"183";"sed_plastic_hoellein";"edgeR";1;"Recall"
"184";"sed_plastic_rosato";"edgeR";1;"Recall"
"185";"seston_plastic_mccormick";"edgeR";1;"Recall"
"186";"sw_plastic_frere";"edgeR";1;"Recall"
"187";"sw_sed_detender";"edgeR";1;"Recall"
"188";"t1d_alkanani";"edgeR";0;"Recall"
"189";"t1d_mejialeon";"edgeR";0,333333333333333;"Recall"
"190";"wood_plastic_kesy";"edgeR";1;"Recall"
"191";"ArcticFireSoils";"LEfSe";1;"Recall"
"200";"Chemerin";"LEfSe";1;"Recall"
"205";"glass_plastic_oberbeckmann";"LEfSe";1;"Recall"
"206";"GWMC_ASIA_NA";"LEfSe";1;"Recall"
"209";"hiv_lozupone";"LEfSe";0,888888888888889;"Recall"
"212";"ibd_papa";"LEfSe";1;"Recall"
"213";"Ji_WTP_DS";"LEfSe";1;"Recall"
"221";"sed_plastic_hoellein";"LEfSe";1;"Recall"
"222";"sed_plastic_rosato";"LEfSe";1;"Recall"
"223";"seston_plastic_mccormick";"LEfSe";1;"Recall"
"224";"sw_plastic_frere";"LEfSe";0,976415094339623;"Recall"
"225";"sw_sed_detender";"LEfSe";1;"Recall"
"226";"t1d_alkanani";"LEfSe";0,8;"Recall"
"227";"t1d_mejialeon";"LEfSe";1;"Recall"
"228";"wood_plastic_kesy";"LEfSe";1;"Recall"
"229";"ArcticFireSoils";"MaAsLin2";1;"Recall"
"238";"Chemerin";"MaAsLin2";1;"Recall"
"243";"glass_plastic_oberbeckmann";"MaAsLin2";1;"Recall"
"244";"GWMC_ASIA_NA";"MaAsLin2";1;"Recall"
"247";"hiv_lozupone";"MaAsLin2";0,222222222222222;"Recall"
"250";"ibd_papa";"MaAsLin2";0,4;"Recall"
"251";"Ji_WTP_DS";"MaAsLin2";1;"Recall"
"259";"sed_plastic_hoellein";"MaAsLin2";1;"Recall"
"260";"sed_plastic_rosato";"MaAsLin2";1;"Recall"
"261";"seston_plastic_mccormick";"MaAsLin2";1;"Recall"
"262";"sw_plastic_frere";"MaAsLin2";0,981132075471698;"Recall"
"263";"sw_sed_detender";"MaAsLin2";1;"Recall"
"264";"t1d_alkanani";"MaAsLin2";0;"Recall"
"265";"t1d_mejialeon";"MaAsLin2";1;"Recall"
"266";"wood_plastic_kesy";"MaAsLin2";1;"Recall"
"267";"ArcticFireSoils";"MaAsLin2 (rare)";1;"Recall"
"276";"Chemerin";"MaAsLin2 (rare)";1;"Recall"
"281";"glass_plastic_oberbeckmann";"MaAsLin2 (rare)";1;"Recall"
"282";"GWMC_ASIA_NA";"MaAsLin2 (rare)";1;"Recall"
"285";"hiv_lozupone";"MaAsLin2 (rare)";0,111111111111111;"Recall"
"288";"ibd_papa";"MaAsLin2 (rare)";0,4;"Recall"
"289";"Ji_WTP_DS";"MaAsLin2 (rare)";1;"Recall"
"297";"sed_plastic_hoellein";"MaAsLin2 (rare)";0,5;"Recall"
"298";"sed_plastic_rosato";"MaAsLin2 (rare)";1;"Recall"
"299";"seston_plastic_mccormick";"MaAsLin2 (rare)";1;"Recall"
"300";"sw_plastic_frere";"MaAsLin2 (rare)";0,787735849056604;"Recall"
"301";"sw_sed_detender";"MaAsLin2 (rare)";1;"Recall"
"302";"t1d_alkanani";"MaAsLin2 (rare)";0;"Recall"
"303";"t1d_mejialeon";"MaAsLin2 (rare)";1;"Recall"
"304";"wood_plastic_kesy";"MaAsLin2 (rare)";1;"Recall"
"305";"ArcticFireSoils";"metagenomeSeq";0,428571428571429;"Recall"
"314";"Chemerin";"metagenomeSeq";0,957894736842105;"Recall"
"319";"glass_plastic_oberbeckmann";"metagenomeSeq";0,5;"Recall"
"320";"GWMC_ASIA_NA";"metagenomeSeq";1;"Recall"
"323";"hiv_lozupone";"metagenomeSeq";0;"Recall"
"326";"ibd_papa";"metagenomeSeq";0,8;"Recall"
"327";"Ji_WTP_DS";"metagenomeSeq";0,909090909090909;"Recall"
"335";"sed_plastic_hoellein";"metagenomeSeq";1;"Recall"
"336";"sed_plastic_rosato";"metagenomeSeq";0,990654205607477;"Recall"
"337";"seston_plastic_mccormick";"metagenomeSeq";0,333333333333333;"Recall"
"338";"sw_plastic_frere";"metagenomeSeq";0,929245283018868;"Recall"
"339";"sw_sed_detender";"metagenomeSeq";0,857142857142857;"Recall"
"340";"t1d_alkanani";"metagenomeSeq";0;"Recall"
"341";"t1d_mejialeon";"metagenomeSeq";0;"Recall"
"342";"wood_plastic_kesy";"metagenomeSeq";1;"Recall"
"343";"ArcticFireSoils";"t-test (rare)";1;"Recall"
"352";"Chemerin";"t-test (rare)";1;"Recall"
"357";"glass_plastic_oberbeckmann";"t-test (rare)";0;"Recall"
"358";"GWMC_ASIA_NA";"t-test (rare)";1;"Recall"
"361";"hiv_lozupone";"t-test (rare)";0,111111111111111;"Recall"
"364";"ibd_papa";"t-test (rare)";0;"Recall"
"365";"Ji_WTP_DS";"t-test (rare)";1;"Recall"
"373";"sed_plastic_hoellein";"t-test (rare)";0;"Recall"
"374";"sed_plastic_rosato";"t-test (rare)";0,747663551401869;"Recall"
"375";"seston_plastic_mccormick";"t-test (rare)";1;"Recall"
"376";"sw_plastic_frere";"t-test (rare)";0,39622641509434;"Recall"
"377";"sw_sed_detender";"t-test (rare)";0,982142857142857;"Recall"
"378";"t1d_alkanani";"t-test (rare)";0;"Recall"
"379";"t1d_mejialeon";"t-test (rare)";0,333333333333333;"Recall"
"380";"wood_plastic_kesy";"t-test (rare)";1;"Recall"
"381";"ArcticFireSoils";"Wilcoxon (CLR)";1;"Recall"
"390";"Chemerin";"Wilcoxon (CLR)";1;"Recall"
"395";"glass_plastic_oberbeckmann";"Wilcoxon (CLR)";0,333333333333333;"Recall"
"396";"GWMC_ASIA_NA";"Wilcoxon (CLR)";1;"Recall"
"399";"hiv_lozupone";"Wilcoxon (CLR)";0;"Recall"
"402";"ibd_papa";"Wilcoxon (CLR)";0;"Recall"
"403";"Ji_WTP_DS";"Wilcoxon (CLR)";1;"Recall"
"411";"sed_plastic_hoellein";"Wilcoxon (CLR)";1;"Recall"
"412";"sed_plastic_rosato";"Wilcoxon (CLR)";1;"Recall"
"413";"seston_plastic_mccormick";"Wilcoxon (CLR)";1;"Recall"
"414";"sw_plastic_frere";"Wilcoxon (CLR)";1;"Recall"
"415";"sw_sed_detender";"Wilcoxon (CLR)";1;"Recall"
"416";"t1d_alkanani";"Wilcoxon (CLR)";0;"Recall"
"417";"t1d_mejialeon";"Wilcoxon (CLR)";0;"Recall"
"418";"wood_plastic_kesy";"Wilcoxon (CLR)";1;"Recall"
"419";"ArcticFireSoils";"Wilcoxon (rare)";1;"Recall"
"428";"Chemerin";"Wilcoxon (rare)";1;"Recall"
"433";"glass_plastic_oberbeckmann";"Wilcoxon (rare)";0,833333333333333;"Recall"
"434";"GWMC_ASIA_NA";"Wilcoxon (rare)";1;"Recall"
"437";"hiv_lozupone";"Wilcoxon (rare)";0;"Recall"
"440";"ibd_papa";"Wilcoxon (rare)";0;"Recall"
"441";"Ji_WTP_DS";"Wilcoxon (rare)";1;"Recall"
"449";"sed_plastic_hoellein";"Wilcoxon (rare)";0;"Recall"
"450";"sed_plastic_rosato";"Wilcoxon (rare)";1;"Recall"
"451";"seston_plastic_mccormick";"Wilcoxon (rare)";1;"Recall"
"452";"sw_plastic_frere";"Wilcoxon (rare)";0,849056603773585;"Recall"
"453";"sw_sed_detender";"Wilcoxon (rare)";1;"Recall"
"454";"t1d_alkanani";"Wilcoxon (rare)";0;"Recall"
"455";"t1d_mejialeon";"Wilcoxon (rare)";1;"Recall"
"456";"wood_plastic_kesy";"Wilcoxon (rare)";1;"Recall"
"457";"ArcticFireSoils";"limma voom (TMM)";1;"Recall"
"466";"Chemerin";"limma voom (TMM)";1;"Recall"
"471";"glass_plastic_oberbeckmann";"limma voom (TMM)";0,833333333333333;"Recall"
"472";"GWMC_ASIA_NA";"limma voom (TMM)";1;"Recall"
"475";"hiv_lozupone";"limma voom (TMM)";0,222222222222222;"Recall"
"478";"ibd_papa";"limma voom (TMM)";0;"Recall"
"479";"Ji_WTP_DS";"limma voom (TMM)";1;"Recall"
"487";"sed_plastic_hoellein";"limma voom (TMM)";0,5;"Recall"
"488";"sed_plastic_rosato";"limma voom (TMM)";1;"Recall"
"489";"seston_plastic_mccormick";"limma voom (TMM)";1;"Recall"
"490";"sw_plastic_frere";"limma voom (TMM)";1;"Recall"
"491";"sw_sed_detender";"limma voom (TMM)";0,994047619047619;"Recall"
"492";"t1d_alkanani";"limma voom (TMM)";0;"Recall"
"493";"t1d_mejialeon";"limma voom (TMM)";1;"Recall"
"494";"wood_plastic_kesy";"limma voom (TMM)";1;"Recall"
"495";"ArcticFireSoils";"limma voom (TMMwsp)";1;"Recall"
"504";"Chemerin";"limma voom (TMMwsp)";1;"Recall"
"509";"glass_plastic_oberbeckmann";"limma voom (TMMwsp)";1;"Recall"
"510";"GWMC_ASIA_NA";"limma voom (TMMwsp)";1;"Recall"
"513";"hiv_lozupone";"limma voom (TMMwsp)";0,111111111111111;"Recall"
"516";"ibd_papa";"limma voom (TMMwsp)";0;"Recall"
"517";"Ji_WTP_DS";"limma voom (TMMwsp)";1;"Recall"
"525";"sed_plastic_hoellein";"limma voom (TMMwsp)";1;"Recall"
"526";"sed_plastic_rosato";"limma voom (TMMwsp)";1;"Recall"
"527";"seston_plastic_mccormick";"limma voom (TMMwsp)";1;"Recall"
"528";"sw_plastic_frere";"limma voom (TMMwsp)";1;"Recall"
"529";"sw_sed_detender";"limma voom (TMMwsp)";1;"Recall"
"530";"t1d_alkanani";"limma voom (TMMwsp)";0;"Recall"
"531";"t1d_mejialeon";"limma voom (TMMwsp)";0,666666666666667;"Recall"
"532";"wood_plastic_kesy";"limma voom (TMMwsp)";1;"Recall"
"533";"ArcticFireSoils";"ALDEx2";0,0133333333333333;"Precision"
"534";"ArcticFreshwaters";"ALDEx2";0;"Precision"
"535";"ArcticTransects";"ALDEx2";0;"Precision"
"540";"cdi_schubert";"ALDEx2";0;"Precision"
"542";"Chemerin";"ALDEx2";0,402542372881356;"Precision"
"545";"edd_singh";"ALDEx2";0;"Precision"
"547";"glass_plastic_oberbeckmann";"ALDEx2";1;"Precision"
"548";"GWMC_ASIA_NA";"ALDEx2";0,00212089077412513;"Precision"
"549";"GWMC_HOT_COLD";"ALDEx2";0;"Precision"
"555";"Ji_WTP_DS";"ALDEx2";0,203703703703704;"Precision"
"556";"MALL";"ALDEx2";0;"Precision"
"557";"ob_goodrich";"ALDEx2";0;"Precision"
"560";"ob_zhu";"ALDEx2";0;"Precision"
"561";"Office";"ALDEx2";0;"Precision"
"563";"sed_plastic_hoellein";"ALDEx2";0,5;"Precision"
"564";"sed_plastic_rosato";"ALDEx2";0,394833948339483;"Precision"
"565";"seston_plastic_mccormick";"ALDEx2";0,0365853658536585;"Precision"
"566";"sw_plastic_frere";"ALDEx2";0,471111111111111;"Precision"
"567";"sw_sed_detender";"ALDEx2";0,202653799758745;"Precision"
"569";"t1d_mejialeon";"ALDEx2";1;"Precision"
"570";"wood_plastic_kesy";"ALDEx2";0,0540540540540541;"Precision"
"571";"ArcticFireSoils";"ANCOM-II";0,0376344086021505;"Precision"
"572";"ArcticFreshwaters";"ANCOM-II";0;"Precision"
"573";"ArcticTransects";"ANCOM-II";0;"Precision"
"576";"BISCUIT";"ANCOM-II";0;"Precision"
"577";"Blueberry";"ANCOM-II";0;"Precision"
"578";"cdi_schubert";"ANCOM-II";0;"Precision"
"579";"cdi_vincent";"ANCOM-II";0;"Precision"
"580";"Chemerin";"ANCOM-II";0,676258992805755;"Precision"
"581";"crc_baxter";"ANCOM-II";0;"Precision"
"582";"crc_zeller";"ANCOM-II";0;"Precision"
"583";"edd_singh";"ANCOM-II";0;"Precision"
"584";"Exercise";"ANCOM-II";0;"Precision"
"585";"glass_plastic_oberbeckmann";"ANCOM-II";1;"Precision"
"586";"GWMC_ASIA_NA";"ANCOM-II";0,00676246830092984;"Precision"
"587";"GWMC_HOT_COLD";"ANCOM-II";0;"Precision"
"589";"hiv_lozupone";"ANCOM-II";1;"Precision"
"590";"hiv_noguerajulian";"ANCOM-II";0;"Precision"
"591";"ibd_gevers";"ANCOM-II";0;"Precision"
"593";"Ji_WTP_DS";"ANCOM-II";0,703703703703704;"Precision"
"594";"MALL";"ANCOM-II";0;"Precision"
"595";"ob_goodrich";"ANCOM-II";0;"Precision"
"597";"ob_turnbaugh";"ANCOM-II";0;"Precision"
"598";"ob_zhu";"ANCOM-II";0;"Precision"
"599";"Office";"ANCOM-II";0;"Precision"
"601";"sed_plastic_hoellein";"ANCOM-II";0,153846153846154;"Precision"
"602";"sed_plastic_rosato";"ANCOM-II";0,75;"Precision"
"603";"seston_plastic_mccormick";"ANCOM-II";0,0566037735849057;"Precision"
"604";"sw_plastic_frere";"ANCOM-II";0,486111111111111;"Precision"
"605";"sw_sed_detender";"ANCOM-II";0,542016806722689;"Precision"
"607";"t1d_mejialeon";"ANCOM-II";1;"Precision"
"608";"wood_plastic_kesy";"ANCOM-II";0,25;"Precision"
"609";"ArcticFireSoils";"corncob";0,00693069306930693;"Precision"
"610";"ArcticFreshwaters";"corncob";0;"Precision"
"611";"ArcticTransects";"corncob";0;"Precision"
"612";"art_scher";"corncob";0;"Precision"
"613";"asd_son";"corncob";0;"Precision"
"615";"Blueberry";"corncob";0;"Precision"
"616";"cdi_schubert";"corncob";0;"Precision"
"617";"cdi_vincent";"corncob";0;"Precision"
"618";"Chemerin";"corncob";0,183673469387755;"Precision"
"619";"crc_baxter";"corncob";0;"Precision"
"620";"crc_zeller";"corncob";0;"Precision"
"621";"edd_singh";"corncob";0;"Precision"
"623";"glass_plastic_oberbeckmann";"corncob";0,625;"Precision"
"624";"GWMC_ASIA_NA";"corncob";0,00150319428786171;"Precision"
"625";"GWMC_HOT_COLD";"corncob";0;"Precision"
"626";"hiv_dinh";"corncob";0;"Precision"
"627";"hiv_lozupone";"corncob";0,210526315789474;"Precision"
"628";"hiv_noguerajulian";"corncob";0;"Precision"
"629";"ibd_gevers";"corncob";0;"Precision"
"630";"ibd_papa";"corncob";0;"Precision"
"631";"Ji_WTP_DS";"corncob";0,25;"Precision"
"632";"MALL";"corncob";0;"Precision"
"633";"ob_goodrich";"corncob";0;"Precision"
"635";"ob_turnbaugh";"corncob";0;"Precision"
"636";"ob_zhu";"corncob";0;"Precision"
"637";"Office";"corncob";0;"Precision"
"638";"par_scheperjans";"corncob";0;"Precision"
"639";"sed_plastic_hoellein";"corncob";0;"Precision"
"640";"sed_plastic_rosato";"corncob";0,27154046997389;"Precision"
"641";"seston_plastic_mccormick";"corncob";0,00557103064066852;"Precision"
"642";"sw_plastic_frere";"corncob";0,209677419354839;"Precision"
"643";"sw_sed_detender";"corncob";0,106564364876385;"Precision"
"644";"t1d_alkanani";"corncob";0,259259259259259;"Precision"
"645";"t1d_mejialeon";"corncob";0,0588235294117647;"Precision"
"646";"wood_plastic_kesy";"corncob";0,0338983050847458;"Precision"
"647";"ArcticFireSoils";"DESeq2";0,00550314465408805;"Precision"
"648";"ArcticFreshwaters";"DESeq2";0;"Precision"
"649";"ArcticTransects";"DESeq2";0;"Precision"
"650";"art_scher";"DESeq2";0;"Precision"
"652";"BISCUIT";"DESeq2";0;"Precision"
"653";"Blueberry";"DESeq2";0;"Precision"
"654";"cdi_schubert";"DESeq2";0;"Precision"
"655";"cdi_vincent";"DESeq2";0;"Precision"
"656";"Chemerin";"DESeq2";0,284431137724551;"Precision"
"657";"crc_baxter";"DESeq2";0;"Precision"
"658";"crc_zeller";"DESeq2";0;"Precision"
"659";"edd_singh";"DESeq2";0;"Precision"
"661";"glass_plastic_oberbeckmann";"DESeq2";0,625;"Precision"
"662";"GWMC_ASIA_NA";"DESeq2";0,00171563371220244;"Precision"
"663";"GWMC_HOT_COLD";"DESeq2";0;"Precision"
"665";"hiv_lozupone";"DESeq2";0,0869565217391304;"Precision"
"666";"hiv_noguerajulian";"DESeq2";0;"Precision"
"667";"ibd_gevers";"DESeq2";0;"Precision"
"669";"Ji_WTP_DS";"DESeq2";0,143790849673203;"Precision"
"670";"MALL";"DESeq2";0;"Precision"
"671";"ob_goodrich";"DESeq2";0;"Precision"
"673";"ob_turnbaugh";"DESeq2";0;"Precision"
"674";"ob_zhu";"DESeq2";0;"Precision"
"675";"Office";"DESeq2";0;"Precision"
"677";"sed_plastic_hoellein";"DESeq2";0,0147058823529412;"Precision"
"678";"sed_plastic_rosato";"DESeq2";0,266149870801034;"Precision"
"679";"seston_plastic_mccormick";"DESeq2";0,00641025641025641;"Precision"
"680";"sw_plastic_frere";"DESeq2";0,107890499194847;"Precision"
"681";"sw_sed_detender";"DESeq2";0,148661126500462;"Precision"
"683";"t1d_mejialeon";"DESeq2";0,117647058823529;"Precision"
"684";"wood_plastic_kesy";"DESeq2";0,0408163265306122;"Precision"
"685";"ArcticFireSoils";"edgeR";0,00301724137931034;"Precision"
"686";"ArcticFreshwaters";"edgeR";0;"Precision"
"687";"ArcticTransects";"edgeR";0;"Precision"
"688";"art_scher";"edgeR";0;"Precision"
"689";"asd_son";"edgeR";0;"Precision"
"690";"BISCUIT";"edgeR";0;"Precision"
"691";"Blueberry";"edgeR";0;"Precision"
"692";"cdi_schubert";"edgeR";0;"Precision"
"693";"cdi_vincent";"edgeR";0;"Precision"
"694";"Chemerin";"edgeR";0,246753246753247;"Precision"
"695";"crc_baxter";"edgeR";0;"Precision"
"696";"crc_zeller";"edgeR";0;"Precision"
"697";"edd_singh";"edgeR";0;"Precision"
"698";"Exercise";"edgeR";0;"Precision"
"699";"glass_plastic_oberbeckmann";"edgeR";0,058252427184466;"Precision"
"700";"GWMC_ASIA_NA";"edgeR";0,00144222102037137;"Precision"
"701";"GWMC_HOT_COLD";"edgeR";0;"Precision"
"702";"hiv_dinh";"edgeR";0;"Precision"
"703";"hiv_lozupone";"edgeR";0,133333333333333;"Precision"
"704";"hiv_noguerajulian";"edgeR";0;"Precision"
"705";"ibd_gevers";"edgeR";0;"Precision"
"706";"ibd_papa";"edgeR";0,0980392156862745;"Precision"
"707";"Ji_WTP_DS";"edgeR";0,106280193236715;"Precision"
"708";"MALL";"edgeR";0;"Precision"
"709";"ob_goodrich";"edgeR";0;"Precision"
"710";"ob_ross";"edgeR";0;"Precision"
"711";"ob_turnbaugh";"edgeR";0;"Precision"
"712";"ob_zhu";"edgeR";0;"Precision"
"713";"Office";"edgeR";0;"Precision"
"714";"par_scheperjans";"edgeR";0;"Precision"
"715";"sed_plastic_hoellein";"edgeR";0,00316957210776545;"Precision"
"716";"sed_plastic_rosato";"edgeR";0,165634674922601;"Precision"
"717";"seston_plastic_mccormick";"edgeR";0,00255536626916525;"Precision"
"718";"sw_plastic_frere";"edgeR";0,0709742216270506;"Precision"
"719";"sw_sed_detender";"edgeR";0,0910075839653304;"Precision"
"721";"t1d_mejialeon";"edgeR";0,0526315789473684;"Precision"
"722";"wood_plastic_kesy";"edgeR";0,00896860986547085;"Precision"
"723";"ArcticFireSoils";"LEfSe";0,00353892821031345;"Precision"
"724";"ArcticFreshwaters";"LEfSe";0;"Precision"
"725";"ArcticTransects";"LEfSe";0;"Precision"
"726";"art_scher";"LEfSe";0;"Precision"
"727";"asd_son";"LEfSe";0;"Precision"
"728";"BISCUIT";"LEfSe";0;"Precision"
"729";"Blueberry";"LEfSe";0;"Precision"
"730";"cdi_schubert";"LEfSe";0;"Precision"
"731";"cdi_vincent";"LEfSe";0;"Precision"
"732";"Chemerin";"LEfSe";0,258855585831063;"Precision"
"733";"crc_baxter";"LEfSe";0;"Precision"
"734";"crc_zeller";"LEfSe";0;"Precision"
"735";"edd_singh";"LEfSe";0;"Precision"
"736";"Exercise";"LEfSe";0;"Precision"
"737";"glass_plastic_oberbeckmann";"LEfSe";0,0618556701030928;"Precision"
"738";"GWMC_ASIA_NA";"LEfSe";0,00144326177160382;"Precision"
"739";"GWMC_HOT_COLD";"LEfSe";0;"Precision"
"740";"hiv_dinh";"LEfSe";0;"Precision"
"741";"hiv_lozupone";"LEfSe";0,181818181818182;"Precision"
"742";"hiv_noguerajulian";"LEfSe";0;"Precision"
"743";"ibd_gevers";"LEfSe";0;"Precision"
"744";"ibd_papa";"LEfSe";0,0694444444444444;"Precision"
"745";"Ji_WTP_DS";"LEfSe";0,115183246073298;"Precision"
"746";"MALL";"LEfSe";0;"Precision"
"747";"ob_goodrich";"LEfSe";0;"Precision"
"748";"ob_ross";"LEfSe";0;"Precision"
"749";"ob_turnbaugh";"LEfSe";0;"Precision"
"750";"ob_zhu";"LEfSe";0;"Precision"
"751";"Office";"LEfSe";0;"Precision"
"752";"par_scheperjans";"LEfSe";0;"Precision"
"753";"sed_plastic_hoellein";"LEfSe";0,00558659217877095;"Precision"
"754";"sed_plastic_rosato";"LEfSe";0,226215644820296;"Precision"
"755";"seston_plastic_mccormick";"LEfSe";0,00462962962962963;"Precision"
"756";"sw_plastic_frere";"LEfSe";0,349662162162162;"Precision"
"757";"sw_sed_detender";"LEfSe";0,11522633744856;"Precision"
"758";"t1d_alkanani";"LEfSe";0,125;"Precision"
"759";"t1d_mejialeon";"LEfSe";0,0394736842105263;"Precision"
"760";"wood_plastic_kesy";"LEfSe";0,015748031496063;"Precision"
"761";"ArcticFireSoils";"MaAsLin2";0,00410798122065728;"Precision"
"762";"ArcticFreshwaters";"MaAsLin2";0;"Precision"
"763";"ArcticTransects";"MaAsLin2";0;"Precision"
"764";"art_scher";"MaAsLin2";0;"Precision"
"767";"Blueberry";"MaAsLin2";0;"Precision"
"768";"cdi_schubert";"MaAsLin2";0;"Precision"
"770";"Chemerin";"MaAsLin2";0,256064690026954;"Precision"
"771";"crc_baxter";"MaAsLin2";0;"Precision"
"772";"crc_zeller";"MaAsLin2";0;"Precision"
"773";"edd_singh";"MaAsLin2";0;"Precision"
"775";"glass_plastic_oberbeckmann";"MaAsLin2";0,24;"Precision"
"776";"GWMC_ASIA_NA";"MaAsLin2";0,0014695077149155;"Precision"
"777";"GWMC_HOT_COLD";"MaAsLin2";0;"Precision"
"779";"hiv_lozupone";"MaAsLin2";0,666666666666667;"Precision"
"780";"hiv_noguerajulian";"MaAsLin2";0;"Precision"
"781";"ibd_gevers";"MaAsLin2";0;"Precision"
"782";"ibd_papa";"MaAsLin2";1;"Precision"
"783";"Ji_WTP_DS";"MaAsLin2";0,121546961325967;"Precision"
"784";"MALL";"MaAsLin2";0;"Precision"
"785";"ob_goodrich";"MaAsLin2";0;"Precision"
"788";"ob_zhu";"MaAsLin2";0;"Precision"
"789";"Office";"MaAsLin2";0;"Precision"
"791";"sed_plastic_hoellein";"MaAsLin2";0,0277777777777778;"Precision"
"792";"sed_plastic_rosato";"MaAsLin2";0,21881390593047;"Precision"
"793";"seston_plastic_mccormick";"MaAsLin2";0,00495867768595041;"Precision"
"794";"sw_plastic_frere";"MaAsLin2";0,390243902439024;"Precision"
"795";"sw_sed_detender";"MaAsLin2";0,0974477958236659;"Precision"
"797";"t1d_mejialeon";"MaAsLin2";0,1;"Precision"
"798";"wood_plastic_kesy";"MaAsLin2";0,019047619047619;"Precision"
"799";"ArcticFireSoils";"MaAsLin2 (rare)";0,0042092603728202;"Precision"
"800";"ArcticFreshwaters";"MaAsLin2 (rare)";0;"Precision"
"801";"ArcticTransects";"MaAsLin2 (rare)";0;"Precision"
"802";"art_scher";"MaAsLin2 (rare)";0;"Precision"
